,track_name,track_artists,artist_genres,artist_popularity,track_album,track_duration,album_release:yyyy,album_release:mm,album_release:dd,artist_image,track_image,added_by,added_at,track_id,embed_src
10,Adrenaline,['X Ambassadors'],"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",[76],The Beautiful Liar,2.7665166666666665,2021,09,24,['https://i.scdn.co/image/ab676161000051748f08efd0e601988cd94a3d9c'],https://i.scdn.co/image/ab67616d00001e02fc8a5b443bfa7b33d7df509c,Raphael Norman-Tenazas,2022-02-18T13:21:50Z,46ADKOpQWRhoWc05ztHGl1,https://open.spotify.com/embed/track/46ADKOpQWRhoWc05ztHGl1
11,Serotonin,['girl in red'],"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",[81],Serotonin,3.0404333333333335,2021,03,03,['https://i.scdn.co/image/ab6761610000517405b8c8f98561880f045ed2c2'],https://i.scdn.co/image/ab67616d00001e027fb30ee0638c764d6f3247d2,Raphael Norman-Tenazas,2022-02-18T13:21:59Z,1q2Zb0v5ZGxKDktEz7wSPb,https://open.spotify.com/embed/track/1q2Zb0v5ZGxKDktEz7wSPb
12,Make It Out Alive (feat. SiR),"['Nao', 'SiR']","['alternative r&b', 'high vibe', 'indie r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b', 'alternative r&b', 'hip hop', 'indie soul', 'la pop', 'r&b', 'rap', 'underground hip hop']","[66, 67]",Saturn,3.9857666666666667,2018,10,26,"['https://i.scdn.co/image/ab67616100005174ad8549f8d455d6c9b2c251d0', 'https://i.scdn.co/image/ab676161000051746b2fbfa1870bd89c377f8293']",https://i.scdn.co/image/ab67616d00001e02ce1455251bfb5e0245c77bc8,Bluejaysramsden,2022-02-18T14:47:28Z,0VXinRGqxFxr1BKrOrC9pP,https://open.spotify.com/embed/track/0VXinRGqxFxr1BKrOrC9pP
13,We Find Love,['Daniel Caesar'],"['canadian contemporary r&b', 'pop', 'r&b']",[82],Freudian,4.24865,2017,08,25,['https://i.scdn.co/image/ab67616100005174718d4447dae6ba98072371f2'],https://i.scdn.co/image/ab67616d00001e023138f891f3075c9c5d944037,Bluejaysramsden,2022-02-18T14:48:59Z,1TPLsNVlofwX1txcE9gZZF,https://open.spotify.com/embed/track/1TPLsNVlofwX1txcE9gZZF
14,Best Friend,['Rex Orange County'],"['bedroom pop', 'pop']",[82],Best Friend,4.370516666666667,2017,01,25,['https://i.scdn.co/image/ab6761610000517450013041518600229448921d'],https://i.scdn.co/image/ab67616d00001e0233a6b45fa8354efe37633964,Bluejaysramsden,2022-02-18T16:22:19Z,47Bg6IrMed1GPbxRgwH2aC,https://open.spotify.com/embed/track/47Bg6IrMed1GPbxRgwH2aC
15,Masterpiece Theatre I,['Marianas Trench'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",[61],Masterpiece Theatre,4.9991,2010,09,28,['https://i.scdn.co/image/ab676161000051747a33a71e4336cee238f80183'],https://i.scdn.co/image/ab67616d00001e0274f1e3995ca48318665c885e,rachelfaye1013,2022-02-18T17:30:49Z,4LGkurYRKq8Zvp7ZD5d0Uu,https://open.spotify.com/embed/track/4LGkurYRKq8Zvp7ZD5d0Uu
16,The Only Hope for Me Is You,['My Chemical Romance'],"['emo', 'pop punk', 'rock']",[81],Danger Days: The True Lives of the Fabulous Killjoys,4.546216666666667,2010,11,05,['https://i.scdn.co/image/ab6761610000517493df0b6ad66b7ea531d445f3'],https://i.scdn.co/image/ab67616d00001e026fbf4bb780a9cbc34b3f35da,rachelfaye1013,2022-02-18T17:32:31Z,0OByd6pqxZzsXZRj6kJYbN,https://open.spotify.com/embed/track/0OByd6pqxZzsXZRj6kJYbN
17,Going Bad (feat. Drake),"['Meek Mill', 'Drake']","['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[81, 98]",Championships,3.0087,2018,11,30,"['https://i.scdn.co/image/ab67616100005174238b2a30c741d42a4c91b7b7', 'https://i.scdn.co/image/ab676161000051749e46a78c5cd2f7a8e7669980']",https://i.scdn.co/image/ab67616d00001e02cd63c5962050729d260077d6,rachelfaye1013,2022-02-18T17:33:04Z,2IRZnDFmlqMuOrYOLnZZyc,https://open.spotify.com/embed/track/2IRZnDFmlqMuOrYOLnZZyc
18,So Hot You're Hurting My Feelings,['Caroline Polachek'],"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie pop', 'indietronica', 'pop']",[68],Pang,3.06435,2019,10,18,['https://i.scdn.co/image/ab67616100005174387753c353b532462998f157'],https://i.scdn.co/image/ab67616d00001e027d983e7bf67c2806218c2759,Justin Joyce,2022-02-18T17:54:45Z,5B6Kjha6RRIMWGN7zGsAaT,https://open.spotify.com/embed/track/5B6Kjha6RRIMWGN7zGsAaT
19,LAX,"['Vulfpeck', 'Joey Dosik']","['ann arbor indie', 'funk rock', 'instrumental funk', 'retro soul']","[64, 49]","The Joy of Music, The Job of Real Estate",3.761083333333333,2020,10,23,"['https://i.scdn.co/image/ab67616100005174a6c1c5cea9d474360c5b7007', 'https://i.scdn.co/image/ab676161000051746929555a756b56a7557cd485']",https://i.scdn.co/image/ab67616d00001e0257fc29a0e3858c14119ee634,Justin Joyce,2022-02-18T17:55:03Z,1o0nAjgZwMDK9TI4TTUSNn,https://open.spotify.com/embed/track/1o0nAjgZwMDK9TI4TTUSNn
20,Nunca Es Suficiente,['Natalia Lafourcade'],"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",[79],Hasta la Raíz (Edición Especial),3.951766666666667,2015,11,13,['https://i.scdn.co/image/ab6761610000517400d55232d7308bcad3108e42'],https://i.scdn.co/image/ab67616d00001e02bd4c237c04735257dd64c510,Justin Joyce,2022-02-18T18:59:48Z,2niUiaoJDCzNldW0pV66zb,https://open.spotify.com/embed/track/2niUiaoJDCzNldW0pV66zb
21,'Cause I'm A Man,['Tame Impala'],"['australian psych', 'neo-psychedelic']",[83],Currents,4.0331,2015,07,17,['https://i.scdn.co/image/ab6761610000517490357ef28b3a012a1d1b2fa2'],https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,Kevin Romero,2022-02-18T21:00:16Z,2O99aywAVBhaPrsiJ6zbSS,https://open.spotify.com/embed/track/2O99aywAVBhaPrsiJ6zbSS
22,Icky Thump,['The White Stripes'],"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",[75],Icky Thump,4.242216666666667,2007,06,15,['https://i.scdn.co/image/ab676161000051746b9ae52aa437ce42b77e8fcf'],https://i.scdn.co/image/ab67616d00001e0275a9cde08f286d9420709048,Kevin Romero,2022-02-18T21:00:25Z,2LMq1O0NiqGhPOlXo3McYQ,https://open.spotify.com/embed/track/2LMq1O0NiqGhPOlXo3McYQ
23,Nate Growing Up,['Labrinth'],"['indie poptimism', 'pop']",[88],Euphoria (Original Score from the HBO Series),2.5648333333333335,2019,10,04,['https://i.scdn.co/image/ab6761610000517472a7311386470c1fbf81734d'],https://i.scdn.co/image/ab67616d00001e0289c39ba1acdf33ed7acd3867,Kevin Romero,2022-02-18T21:01:18Z,4iddJAOsc6U0hJ3krSJAKn,https://open.spotify.com/embed/track/4iddJAOsc6U0hJ3krSJAKn
24,Salt and Vinegar,['Lights'],"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']",[63],Salt and Vinegar,3.262,2022,02,04,['https://i.scdn.co/image/ab676161000051740278d84623a88e52419cd7b6'],https://i.scdn.co/image/ab67616d00001e020e35e6023f65f993218b104e,vicky baker,2022-02-18T23:59:02Z,1GsKftiCfhs00hbulNPHV1,https://open.spotify.com/embed/track/1GsKftiCfhs00hbulNPHV1
25,Pin-Up Daddy,['Rett Madison'],[],[39],Pin-Up Daddy,4.185966666666666,2021,09,15,['https://i.scdn.co/image/ab6761610000517425933ddac1be379e79f5eaee'],https://i.scdn.co/image/ab67616d00001e02eb8371b02266ea4f45c57725,vicky baker,2022-02-18T23:59:08Z,6PlcQp36PDjQde16yqK13Q,https://open.spotify.com/embed/track/6PlcQp36PDjQde16yqK13Q
26,Stars,['Collabro'],['operatic pop'],[47],Stars (Special Edition),3.112216666666667,2014,12,02,['https://i.scdn.co/image/ab676161000051743f006f6b2e24cf4cc12cd483'],https://i.scdn.co/image/ab67616d00001e02078c5a91ebcc67c4b64774cb,vicky baker,2022-02-18T23:59:22Z,5qDW59ROtj1ak9F2UNHshJ,https://open.spotify.com/embed/track/5qDW59ROtj1ak9F2UNHshJ
27,Distraction,['Kehlani'],"['dance pop', 'pop', 'pop rap', 'r&b']",[80],SweetSexySavage (Deluxe),3.9282166666666667,2017,01,27,['https://i.scdn.co/image/ab67616100005174aeb74d9e5dba9c422cb27893'],https://i.scdn.co/image/ab67616d00001e0243515daa8b28e0978efe9543,Krithika Balakrishnan,2022-02-21T16:11:19Z,2wSQyp6VzUopSFBinRo1iD,https://open.spotify.com/embed/track/2wSQyp6VzUopSFBinRo1iD
28,Girl from the Sidewalk,['Noah Floersch'],['indiecoustica'],[42],Girl from the Sidewalk,6.736833333333333,2018,12,08,['https://i.scdn.co/image/ab67616100005174dcd0a74960f4eeeec4858038'],https://i.scdn.co/image/ab67616d00001e02bed03e69f71f10abd0c788d6,Krithika Balakrishnan,2022-02-21T16:12:30Z,15CQ7QHdv9z5Gk8YThPfpL,https://open.spotify.com/embed/track/15CQ7QHdv9z5Gk8YThPfpL
29,Violet,['Bad Suns'],"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",[66],Disappear Here,3.3066666666666666,2016,09,16,['https://i.scdn.co/image/ab676161000051746c81985ab688765564a3cc7b'],https://i.scdn.co/image/ab67616d00001e02fffed5c0eb4428e53713ade4,Krithika Balakrishnan,2022-02-21T16:12:45Z,7bhSQqbyUvFVfmXgkF028O,https://open.spotify.com/embed/track/7bhSQqbyUvFVfmXgkF028O
